ID	KBase Model	ModelSEEDpy Model	Name	Equation
rxn01997_c0	Y	Y	rxn01997_c0	dTDPglucose 4,6-hydro-lyase_c0	cpd00626_c0 --> cpd00001_c0 + cpd00521_c0
rxn01300_c0	Y	Y	rxn01300_c0	ATP:L-homoserine O-phosphotransferase_c0	cpd00002_c0 + cpd00227_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00809_c0
rxn00863_c0	Y	Y	rxn00863_c0	L-histidinal:NAD+ oxidoreductase_c0	cpd00001_c0 + cpd00003_c0 + cpd01324_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd00119_c0
rxn00119_c0	Y	Y	rxn00119_c0	ATP:UMP phosphotransferase_c0	cpd00002_c0 + cpd00067_c0 + cpd00091_c0 <=> cpd00008_c0 + cpd00014_c0
EX_cpd00001_e0	Y	Y	EX_cpd00001_e0	Exchange for H2O_e0	cpd00001_e0 <=> 
rxn00063_c0	Y	Y	rxn00063_c0	ATP diphosphohydrolase (diphosphate-forming)_c0	cpd00001_c0 + cpd00002_c0 --> cpd00012_c0 + cpd00018_c0 + 2.0 cpd00067_c0
rxn05683_c0	Y	Y	rxn05683_c0	Butyrate transport via proton symport, reversible_c0	cpd00067_e0 + cpd00211_e0 <=> cpd00067_c0 + cpd00211_c0
rxn05332_c0	Y	Y	rxn05332_c0	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase_c0	cpd11481_c0 <=> cpd00001_c0 + cpd11477_c0
rxn08815_c0	Y	Y	rxn08815_c0	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)_c0	cpd00001_c0 + cpd15323_c0 <=> cpd00067_c0 + cpd01080_c0 + cpd02090_c0
EX_cpd00221_e0	Y		EX_cpd00221_e0	Exchange for D-Lactate [e0]	cpd00221_e0 <=> 
rxn05217_c0	Y	Y	rxn05217_c0	TRANS-RXNBWI-115637.ce.maizeexp.L-ASPARTATE_L-ASPARTATE_c0	cpd00041_e0 + cpd00067_e0 <=> cpd00041_c0 + cpd00067_c0
rxn01303_c0	Y	Y	rxn01303_c0	Acetyl-CoA:L-homoserine O-acetyltransferase_c0	cpd00022_c0 + cpd00227_c0 --> cpd00010_c0 + cpd00790_c0
rxn05313_c0	Y	Y	rxn05313_c0	phosphate transport in/out via three Na+ symporter_c0	cpd00009_e0 + 3.0 cpd00971_e0 <=> cpd00009_c0 + 3.0 cpd00971_c0
rxn02056_c0	Y	Y	rxn02056_c0	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase_c0	2.0 cpd00067_c0 + cpd00557_c0 <=> cpd03426_c0 + cpd10515_c0
rxn02504_c0	Y	Y	rxn02504_c0	2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine glycolaldehyde-lyase_c0	cpd02961_c0 <=> cpd00229_c0 + cpd00954_c0
rxn02680_c0	Y	Y	rxn02680_c0	Octanoyl-CoA:acetyl-CoA C-acyltransferase_c0	cpd00022_c0 + cpd01335_c0 <=> cpd00010_c0 + cpd03119_c0
rxn02804_c0	Y	Y	rxn02804_c0	myristoyl-CoA:acetylCoA C-myristoyltransferase_c0	cpd00022_c0 + cpd01695_c0 <=> cpd00010_c0 + cpd03114_c0
rxn08299_c0	Y	Y	rxn08299_c0	diacylglycerol kinase (n-C18:0)_c0	cpd00002_c0 + cpd15311_c0 --> cpd00008_c0 + cpd15526_c0
rxn16826_c0	Y	Y	rxn16826_c0	Ureidoacrylate amidohydrolase_c0	cpd00001_c0 + cpd21487_c0 <=> cpd00067_c0 + cpd01101_c0 + cpd21486_c0
rxn00313_c0	Y	Y	rxn00313_c0	meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming)_c0	cpd00067_c0 + cpd00516_c0 --> cpd00011_c0 + cpd00039_c0
rxn02160_c0	Y	Y	rxn02160_c0	L-Histidinol-phosphate phosphohydrolase_c0	cpd00001_c0 + cpd00807_c0 --> cpd00009_c0 + cpd00641_c0
rxn00674_c0	Y	Y	rxn00674_c0	Propanoate:CoA ligase (AMP-forming)_c0	cpd00002_c0 + cpd00010_c0 + cpd00141_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd00086_c0
rxn03384_c0	Y	Y	rxn03384_c0	Uroporphyrinogen I carboxy-lyase_c0	4.0 cpd00067_c0 + cpd03414_c0 --> 4.0 cpd00011_c0 + cpd03416_c0
rxn08783_c0	Y	Y	rxn08783_c0	DLACTDEHYDROGFAD-RXN.c.metaexp.CPD-9956_UBIQUINONE-8_c0	cpd00221_c0 + cpd15560_c0 --> cpd00020_c0 + cpd15561_c0
rxn08669_c0	Y	Y	rxn08669_c0	Glycerophosphodiester phosphodiesterase_c0	cpd00001_c0 + cpd02090_c0 --> cpd00067_c0 + cpd00080_c0 + cpd00100_c0
rxn10203_c0	Y	Y	rxn10203_c0	myristoyl-glycerol-3-phosphate O-acyltransferase_c0	cpd00080_c0 + cpd01695_c0 --> cpd00010_c0 + cpd15331_c0
rxn10210_c0	Y	Y	rxn10210_c0	isohexadecanoyl-glycerol-3-phosphate O-acyltransferase_c0	cpd00080_c0 + cpd11441_c0 --> cpd00010_c0 + cpd15676_c0
rxn10224_c0	Y	Y	rxn10224_c0	anteisopentadecanoyl-phosphatidate cytidylyltransferase_c0	cpd00052_c0 + cpd15681_c0 --> cpd00012_c0 + cpd00067_c0 + cpd15687_c0
rxn03409_c0	Y	Y	rxn03409_c0	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-_c0	cpd00002_c0 + cpd00013_c0 + cpd03495_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03496_c0
rxn10259_c0	Y	Y	rxn10259_c0	isoheptadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0	cpd00080_c0 + cpd15683_c0 <=> cpd00046_c0 + cpd15716_c0
rxn01825_c0	Y	Y	rxn01825_c0	Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)_c0	cpd00007_c0 + cpd00426_c0 --> cpd00067_c0 + cpd00763_c0
rxn12645_c0	Y	Y	rxn12645_c0	methionyl aminopeptidase_c0	cpd00001_c0 + cpd11581_c0 <=> cpd00033_c0 + cpd00132_c0
rxn01791_c0	Y	Y	rxn01791_c0	(R)-Pantoate:beta-alanine ligase (AMP-forming)_c0	cpd00002_c0 + cpd00085_c0 + cpd00408_c0 --> cpd00012_c0 + cpd00018_c0 + 2.0 cpd00067_c0 + cpd00644_c0
rxn08823_c0	Y	Y	rxn08823_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)_c0	cpd00001_c0 + cpd15357_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd15269_c0
rxn00508_c0	Y	Y	rxn00508_c0	Succinate-semialdehyde:NAD+ oxidoreductase_c0	cpd00001_c0 + cpd00003_c0 + cpd00199_c0 --> cpd00004_c0 + cpd00036_c0 + 2.0 cpd00067_c0
rxn00748_c0	Y	Y	rxn00748_c0	glycerone-phosphate phosphate-lyase (methylglyoxal-forming)_c0	cpd00095_c0 --> cpd00009_c0 + cpd00428_c0
rxn03239_c0	Y		rxn03239_c0	(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase [c0]	cpd00003_c0 + cpd03113_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd03114_c0
rxn05252_c0	Y	Y	rxn05252_c0	FACOAL170(ISO)_c0	cpd00002_c0 + cpd00010_c0 + cpd11431_c0 --> cpd00012_c0 + cpd00018_c0 + cpd11432_c0
rxn02128_c0	Y	Y	rxn02128_c0	ATP:pantothenate 4'-phosphotransferase_c0	cpd00002_c0 + cpd00620_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00834_c0
rxn03951_c0	Y	Y	rxn03951_c0	NAD-dependent threonine 4-phosphate dehydrogenase_c0	cpd00003_c0 + cpd03607_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd04539_c0
rxn09296_c0	Y	Y	rxn09296_c0	hydrogen peroxide reductase (thioredoxin)_c0	cpd00025_c0 + cpd11421_c0 --> 2.0 cpd00001_c0 + cpd11420_c0
rxn05324_c0	Y		rxn05324_c0	Dodecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing) [c0]	cpd00003_c0 + cpd11468_c0 <-- cpd00004_c0 + 2.0 cpd00067_c0 + cpd11469_c0
rxn09449_c0	Y	Y	rxn09449_c0	acyl-coenzyme A ligase_c0	cpd00002_c0 + cpd00010_c0 + cpd01080_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd00327_c0
rxn21860_c0	Y	Y	rxn21860_c0	RXN-11479.c_c0	cpd11492_c0 + cpd27180_c0 --> cpd00011_c0 + cpd11493_c0 + cpd22028_c0
rxn01124_c0	Y	Y	rxn01124_c0	2-Dehydro-3-deoxy-D-gluconate:NAD+ 5-oxidoreductase_c0	cpd00003_c0 + cpd00176_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd02663_c0
rxn01740_c0	Y	Y	rxn01740_c0	Shikimate:NADP+ 3-oxidoreductase_c0	cpd00006_c0 + cpd00383_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd01716_c0
rxn00077_c0	Y	Y	rxn00077_c0	ATP:NAD+ 2'-phosphotransferase_c0	cpd00002_c0 + cpd00003_c0 --> cpd00006_c0 + cpd00008_c0 + cpd00067_c0
rxn00816_c0	Y	Y	rxn00816_c0	Lactose galactohydrolase_c0	cpd00001_c0 + cpd00208_c0 <=> cpd00027_c0 + cpd00108_c0
rxn08615_c0	Y	Y	rxn08615_c0	glycogen synthase (ADPGlc)_c0	cpd00387_c0 + cpd15302_c0 <=> cpd00008_c0 + cpd00155_c0
rxn07434_c0	Y	Y	rxn07434_c0	R07603_c0	cpd00056_c0 + cpd00067_c0 + cpd00508_c0 --> cpd00011_c0 + cpd14702_c0
rxn10234_c0	Y	Y	rxn10234_c0	isotetradecanoyl-phosphatidylserine decarboxylase_c0	2.0 cpd00067_c0 + cpd15691_c0 --> cpd00011_c0 + cpd15697_c0
rxn10206_c0	Y	Y	rxn10206_c0	anteisoheptadecanoyl-glycerol-3-phosphate O-acyltransferase_c0	cpd00080_c0 + cpd11434_c0 --> cpd00010_c0 + cpd15672_c0
rxn08136_c0	Y	Y	rxn08136_c0	1,6-anhydrous-N-Acetylmuramate kinase_c0	cpd00001_c0 + cpd00002_c0 + cpd15399_c0 --> cpd00008_c0 + cpd15391_c0
rxn00612_c0	Y	Y	rxn00612_c0	sn-Glycerol-3-phosphate:NADP+ 2-oxidoreductase_c0	cpd00006_c0 + cpd00080_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00095_c0
rxn08309_c0	Y	Y	rxn08309_c0	CDP-diacylglycerol synthetase (n-C16:0)_c0	cpd00052_c0 + cpd15524_c0 --> cpd00012_c0 + cpd00067_c0 + cpd15419_c0
rxn09177_c0	Y	Y	rxn09177_c0	(R)-4'-Phosphopantothenate:L-cysteine ligase_c0	cpd00052_c0 + cpd00084_c0 + cpd02201_c0 --> cpd00012_c0 + cpd00046_c0 + 2.0 cpd00067_c0 + cpd02666_c0
rxn02373_c0	Y	Y	rxn02373_c0	L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating)_c0	cpd00006_c0 + cpd00009_c0 + cpd00858_c0 <-- cpd00005_c0 + cpd00067_c0 + cpd02097_c0
rxn10254_c0	Y	Y	rxn10254_c0	anteisoheptadecanoyl-Diacylglycerol kinase_c0	cpd00002_c0 + cpd15702_c0 <=> cpd00008_c0 + cpd15678_c0
rxn03406_c0	Y	Y	rxn03406_c0	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-_c0	cpd00002_c0 + cpd00013_c0 + cpd03487_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03488_c0
rxn00507_c0	Y	Y	rxn00507_c0	Acetaldehyde:NADP+ oxidoreductase_c0	cpd00001_c0 + cpd00006_c0 + cpd00071_c0 <=> cpd00005_c0 + cpd00029_c0 + 2.0 cpd00067_c0
EX_cpd00266_e0	Y	Y	EX_cpd00266_e0	Exchange for Carnitine_e0	cpd00266_e0 <=> 
rxn00116_c0	Y	Y	rxn00116_c0	UDP phosphohydrolase_c0	cpd00001_c0 + cpd00014_c0 --> cpd00009_c0 + 2.0 cpd00067_c0 + cpd00091_c0
rxn00366_c0	Y	Y	rxn00366_c0	CDP phosphohydrolase_c0	cpd00001_c0 + cpd00096_c0 --> cpd00009_c0 + cpd00046_c0 + 2.0 cpd00067_c0
rxn10233_c0	Y	Y	rxn10233_c0	anteisoheptadecanoyl-phosphatidylserine decarboxylase_c0	2.0 cpd00067_c0 + cpd15690_c0 --> cpd00011_c0 + cpd15696_c0
rxn20583_c0	Y		rxn20583_c0	phosphoglucose mutase [c0]	cpd00089_c0 <=> cpd19006_c0
rxn00002_c0	Y	Y	rxn00002_c0	urea-1-carboxylate amidohydrolase_c0	cpd00001_c0 + 3.0 cpd00067_c0 + cpd00742_c0 --> 2.0 cpd00011_c0 + 2.0 cpd00013_c0
rxn05406_c0	Y	Y	rxn05406_c0	15-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase_c0	cpd11542_c0 <=> cpd00001_c0 + cpd11543_c0
EX_cpd00027_e0	Y	Y	EX_cpd00027_e0	Exchange for D-Glucose_e0	cpd00027_e0 <=> 
rxn00189_c0	Y	Y	rxn00189_c0	L-Glutamine amidohydrolase_c0	cpd00001_c0 + cpd00053_c0 --> cpd00013_c0 + cpd00023_c0
rxn05469_c0	Y		rxn05469_c0	pyruvate reversible transport via proton symport [c0]	cpd00020_e0 + cpd00067_e0 <=> cpd00020_c0 + cpd00067_c0
rxn05349_c0	Y	Y	rxn05349_c0	acetyl-CoA:[acyl-carrier-protein] S-acetyltransferase_c0	cpd00022_c0 + cpd11493_c0 <=> cpd00010_c0 + cpd11494_c0
rxn08691_c0	Y		rxn08691_c0	hydrogen transport via diffusion (extracellular to periplasm) [c0]	cpd11640_c0 <=> cpd11640_e0
rxn05205_c0	Y	Y	rxn05205_c0	Transport of deoxycytidine, extracellular_c0	cpd00067_e0 + cpd00654_e0 <=> cpd00067_c0 + cpd00654_c0
EX_cpd00156_e0	Y	Y	EX_cpd00156_e0	Exchange for L-Valine_e0	cpd00156_e0 <=> 
rxn03990_c0	Y	Y	rxn03990_c0	nitric oxide, NAD(P)H2:oxygen oxidoreductase_c0	cpd00004_c0 + 2.0 cpd00007_c0 + 2.0 cpd00418_c0 --> cpd00003_c0 + cpd00067_c0 + 2.0 cpd00209_c0
rxn01674_c0	Y	Y	rxn01674_c0	dCTP:uridine 5'-phosphotransferase_c0	cpd00249_c0 + cpd00356_c0 <=> cpd00067_c0 + cpd00091_c0 + cpd00533_c0
rxn09260_c0	Y		rxn09260_c0	sulfite transport via diffusion (extracellular to periplasm) [c0]	cpd00081_c0 --> cpd00081_e0
rxn10261_c0	Y	Y	rxn10261_c0	isotetradecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0	cpd00080_c0 + cpd15685_c0 <=> cpd00046_c0 + cpd15718_c0
rxn01705_c0	Y	Y	rxn01705_c0	dCTP:cytidine 5'-phosphotransferase_c0	cpd00356_c0 + cpd00367_c0 <=> cpd00046_c0 + cpd00067_c0 + cpd00533_c0
rxn03047_c0	Y	Y	rxn03047_c0	ATP:pantothenate 4'-phosphotransferase_c0	cpd00002_c0 + cpd02524_c0 --> cpd00008_c0 + cpd00067_c0 + cpd02666_c0
rxn00728_c0	Y	Y	rxn00728_c0	L-Kynurenine hydrolase_c0	cpd00001_c0 + cpd00275_c0 <=> cpd00035_c0 + cpd00067_c0 + cpd00093_c0
rxn01775_c0	Y	Y	rxn01775_c0	D-Mannonate:NAD+ 5-oxidoreductase_c0	cpd00003_c0 + cpd00403_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00672_c0
rxn01621_c0	Y	Y	rxn01621_c0	L-Rhamnulose-1-phosphate lactaldehyde-lyase_c0	cpd00831_c0 <=> cpd00095_c0 + cpd00334_c0
rxn00179_c0	Y	Y	rxn00179_c0	ATP:L-glutamate 5-phosphotransferase_c0	cpd00002_c0 + cpd00023_c0 --> cpd00008_c0 + cpd02097_c0
rxn02789_c0	Y	Y	rxn02789_c0	2-Isopropylmalate hydro-lyase_c0	cpd01646_c0 <=> cpd00001_c0 + cpd01710_c0
rxn03843_c0	Y	Y	rxn03843_c0	Farnesyl diphosphate:Isopentenyl diphosphate farnesyl cistransferase_c0	cpd00113_c0 + cpd00350_c0 --> cpd00012_c0 + cpd00067_c0 + cpd08211_c0
bio1		Y	bio1	biomass	35.5403092430435 cpd00001_c0 + 40.1101757365074 cpd00002_c0 + 0.00280615915959131 cpd00003_c0 + 0.00280615915959131 cpd00006_c0 + 0.00280615915959131 cpd00010_c0 + 0.00280615915959131 cpd00015_c0 + 0.00280615915959131 cpd00016_c0 + 0.00280615915959131 cpd00017_c0 + 0.219088153012743 cpd00023_c0 + 0.00280615915959131 cpd00028_c0 + 0.00280615915959131 cpd00030_c0 + 0.509869786991038 cpd00033_c0 + 0.00280615915959131 cpd00034_c0 + 0.427934380173264 cpd00035_c0 + 0.00280615915959131 cpd00037_c0 + 0.135406821203723 cpd00038_c0 + 0.285438020490179 cpd00039_c0 + 0.200830806928348 cpd00041_c0 + 0.00280615915959131 cpd00042_c0 + 0.00280615915959131 cpd00048_c0 + 0.00280615915959131 cpd00050_c0 + 0.246696822701341 cpd00051_c0 + 0.0841036156544863 cpd00052_c0 + 0.219088153012743 cpd00053_c0 + 0.179456352975885 cpd00054_c0 + 0.00280615915959131 cpd00056_c0 + 0.00280615915959131 cpd00058_c0 + 0.127801422590767 cpd00060_c0 + 0.0908319049068452 cpd00062_c0 + 0.00280615915959131 cpd00063_c0 + 0.0472019191450218 cpd00065_c0 + 0.154519490031345 cpd00066_c0 + 0.120676604606612 cpd00069_c0 + 0.0761464922056484 cpd00084_c0 + 0.00280615915959131 cpd00087_c0 + 0.00280615915959131 cpd00099_c0 + 0.00280615915959131 cpd00104_c0 + 0.375388847540127 cpd00107_c0 + 0.0157642107352084 cpd00115_c0 + 0.00280615915959131 cpd00118_c0 + 0.0792636000737159 cpd00119_c0 + 0.184354665339991 cpd00129_c0 + 0.200830806928348 cpd00132_c0 + 0.00280615915959131 cpd00149_c0 + 0.352233189091625 cpd00156_c0 + 0.211072732780569 cpd00161_c0 + 0.00280615915959131 cpd00166_c0 + 0.00280615915959131 cpd00201_c0 + 0.00280615915959131 cpd00205_c0 + 0.00280615915959131 cpd00220_c0 + 0.01627686799489 cpd00241_c0 + 0.00280615915959131 cpd00254_c0 + 0.00280615915959131 cpd00264_c0 + 0.241798510337235 cpd00322_c0 + 0.00280615915959131 cpd00345_c0 + 0.01627686799489 cpd00356_c0 + 0.0157642107352084 cpd00357_c0 + 0.00280615915959131 cpd00557_c0 + 0.0250105977108944 cpd02229_c0 + 0.00280615915959131 cpd10515_c0 + 0.00280615915959131 cpd10516_c0 + 0.00280615915959131 cpd11493_c0 + 0.00280615915959131 cpd15352_c0 + 0.0250105977108944 cpd15432_c0 + 0.00280615915959131 cpd15500_c0 + 0.0311453449430676 cpd15533_c0 + 0.0311453449430676 cpd15540_c0 + 0.00280615915959131 cpd15560_c0 + 0.0250105977108944 cpd15665_c0 + 0.0311453449430676 cpd15793_c0 + cpd17041_c0 + cpd17042_c0 + cpd17043_c0 --> 40.0 cpd00008_c0 + 39.9971938408404 cpd00009_c0 + 0.484600235732628 cpd00012_c0 + 40.0 cpd00067_c0 + 0.00280615915959131 cpd01997_c0 + 0.00280615915959131 cpd03422_c0 + cpd11416_c0 + 0.00280615915959131 cpd12370_c0 + 0.0250105977108944 cpd15666_c0
rxn01106_c0	Y	Y	rxn01106_c0	2-Phospho-D-glycerate 2,3-phosphomutase_c0	cpd00482_c0 <=> cpd00169_c0
rxn00285_c0	Y	Y	rxn00285_c0	Succinate:CoA ligase (ADP-forming)_c0	cpd00002_c0 + cpd00010_c0 + cpd00036_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00078_c0
rxn05390_c0	Y	Y	rxn05390_c0	7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase_c0	cpd11526_c0 <=> cpd00001_c0 + cpd11527_c0
rxn01457_c0	Y	Y	rxn01457_c0	D-Galacturonate aldose-ketose-isomerase_c0	cpd00280_c0 <=> cpd00437_c0
rxn01103_c0	Y	Y	rxn01103_c0	3-Phospho-D-glyceroyl phosphate phosphohydrolase_c0	cpd00001_c0 + cpd00203_c0 --> cpd00009_c0 + cpd00067_c0 + cpd00169_c0
rxn08073_c0	Y	Y	rxn08073_c0	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm)_c0	cpd00001_c0 + cpd15397_c0 <=> cpd15386_c0 + cpd15396_c0
rxn00392_c0	Y	Y	rxn00392_c0	ATP:riboflavin 5'-phosphotransferase_c0	cpd00002_c0 + cpd00220_c0 --> cpd00008_c0 + cpd00050_c0 + cpd00067_c0
rxn09008_c0	Y		rxn09008_c0	nitric oxide transport via diffusion (extracellular to periplasm) [c0]	cpd00418_c0 <=> cpd00418_e0
rxn02380_c0		Y	rxn02380_c0	beta-D-Glucose 6-phosphate ketol-isomerase_c0	cpd00863_c0 <=> cpd00072_c0
rxn09657_c0	Y	Y	rxn09657_c0	Thiamine transporter_c0	cpd00067_e0 + cpd00305_e0 <=> cpd00067_c0 + cpd00305_c0
rxn02934_c0	Y	Y	rxn02934_c0	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA hydro-liase_c0	cpd02691_c0 <=> cpd00001_c0 + cpd02125_c0
rxn03012_c0	Y	Y	rxn03012_c0	R04336_c0	cpd02414_c0 --> cpd00001_c0 + cpd00067_c0 + cpd02465_c0
rxn01080_c0	Y	Y	rxn01080_c0	D-glucuronate aldose-ketose-isomerase_c0	cpd00164_c0 <=> cpd00672_c0
rxn00122_c0	Y	Y	rxn00122_c0	ATP:FMN adenylyltransferase_c0	cpd00002_c0 + cpd00050_c0 --> cpd00012_c0 + cpd00015_c0
rxn09001_c0	Y	Y	rxn09001_c0	Nitrate reductase (Ubiquinol-8) (periplasm)_c0	2.0 cpd00067_c0 + cpd00209_c0 + cpd15561_c0 --> cpd00001_c0 + 2.0 cpd00067_e0 + cpd00075_c0 + cpd15560_c0
rxn08840_c0	Y	Y	rxn08840_c0	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)_c0	cpd00001_c0 + cpd15338_c0 --> cpd00067_c0 + cpd00908_c0 + cpd15298_c0
rxn40439_c0	Y	Y	rxn40439_c0	L-lysine:8-amino-7-oxononanoate aminotransferase_c0	cpd00039_c0 + cpd00800_c0 <=> cpd00764_c0 + cpd01046_c0
rxn05466_c0	Y	Y	rxn05466_c0	TRANS-RXN-173.ce_c0	cpd00013_e0 <=> cpd00013_c0
rxn06777_c0	Y		rxn06777_c0	(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase [c0]	cpd00003_c0 + cpd03115_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd12689_c0
rxn04750_c0	Y	Y	rxn04750_c0	(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase_c0	cpd00003_c0 + 4.0 cpd00067_c0 + cpd09844_c0 <=> cpd00004_c0 + cpd01507_c0
rxn14334_c0	Y		rxn14334_c0	ditrans,tricis-hexaprenyl-diphosphate:isopentenyl-diphosphate hexaprenylcistransferase [c0]	cpd00113_c0 + cpd17564_c0 --> cpd00012_c0 + cpd00067_c0 + cpd17566_c0
rxn00714_c0	Y	Y	rxn00714_c0	P1,P4-bis(5'-uridyl)-tetraphosphate uridylohydrolase_c0	cpd00001_c0 + cpd03706_c0 --> cpd00062_c0 + cpd00067_c0 + cpd00091_c0
rxn01501_c0	Y	Y	rxn01501_c0	(R)-Mevalonate:NADP+ oxidoreductase (CoA acylating)_c0	2.0 cpd00006_c0 + cpd00010_c0 + cpd00332_c0 <-- 2.0 cpd00005_c0 + 2.0 cpd00067_c0 + cpd00292_c0
rxn08076_c0	Y	Y	rxn08076_c0	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm)_c0	cpd00001_c0 + cpd15398_c0 <=> cpd15387_c0 + cpd15396_c0
EX_cpd00071_e0	Y		EX_cpd00071_e0	Exchange for Acetaldehyde [e0]	cpd00071_e0 <=> 
rxn04954_c0	Y		rxn04954_c0	5-methyltetrahydrofolate:NAD+ oxidoreductase [c0]	cpd00003_c0 + cpd00345_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00125_c0
rxn02791_c0	Y	Y	rxn02791_c0	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase_c0	cpd00023_c0 + cpd01651_c0 <=> cpd00001_c0 + cpd03407_c0
rxn00231_c0	Y	Y	rxn00231_c0	Acetamide amidohydrolase_c0	cpd00001_c0 + cpd03734_c0 --> cpd00013_c0 + cpd00029_c0
rxn00782_c0	Y	Y	rxn00782_c0	D-glyceraldehyde-3-phosphate:NADP+ oxidoreductase (phosphorylating)_c0	cpd00006_c0 + cpd00009_c0 + cpd00102_c0 <-- cpd00005_c0 + cpd00067_c0 + cpd00203_c0
rxn02144_c0	Y	Y	rxn02144_c0	4-carboxymethylbut-3-en-4-olide enol-lactonohydrolase_c0	cpd00001_c0 + cpd02255_c0 --> cpd00067_c0 + cpd00630_c0
rxn14427_c0	Y	Y	rxn14427_c0	Nitrate reductase cytochrome-c type (2 protons translocated)_c0	3.0 cpd00067_e0 + cpd00209_c0 + cpd18074_c0 <=> cpd00001_c0 + cpd00075_c0 + cpd18072_c0
rxn05231_c0	Y	Y	rxn05231_c0	2'-Deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase_c0	cpd00008_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00177_c0 + cpd11420_c0
rxn05457_c0	Y	Y	rxn05457_c0	[Acyl-carrier-protein] acetyltransferase_c0	cpd00010_c0 + cpd11466_c0 <=> cpd01695_c0 + cpd11493_c0
rxn05329_c0	Y	Y	rxn05329_c0	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase_c0	cpd11478_c0 <=> cpd00001_c0 + cpd11465_c0
rxn02405_c0	Y	Y	rxn02405_c0	CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase_c0	cpd00052_c0 + cpd00875_c0 --> cpd00012_c0 + cpd00067_c0 + cpd02546_c0
rxn01145_c0	Y	Y	rxn01145_c0	Thymidylate 5'-phosphohydrolase_c0	cpd00001_c0 + cpd00298_c0 --> cpd00009_c0 + cpd00184_c0
rxn05168_c0	Y	Y	rxn05168_c0	nonpolar-amino-acid-transporting ATPase_c0	cpd00001_c0 + cpd00002_c0 + cpd00156_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00156_c0
rxn00804_c0	Y	Y	rxn00804_c0	L-leucine:NAD+ oxidoreductase (deaminating)_c0	cpd00001_c0 + cpd00003_c0 + cpd00107_c0 <=> cpd00004_c0 + cpd00013_c0 + cpd00067_c0 + cpd00200_c0
rxn10570_c0	Y	Y	rxn10570_c0	Methanol diffusion_c0	cpd00116_e0 <=> cpd00116_c0
rxn08843_c0	Y	Y	rxn08843_c0	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)_c0	cpd00001_c0 + cpd15341_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd01080_c0
